user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
8054,Male,58,AU,Student,223,54,0.277304545833814,Mobile,0,0,1
8055,Other,44,US,Free,96,32,0.1894735406651090,Desktop,13,0,0
8056,Female,66,AU,Student,167,54,0.3843237801210810,Web,0,1,0
8057,Female,60,FR,Premium,72,56,0.6273094946838950,Web,0,1,0
8058,Female,29,DE,Free,160,65,0.5186332749890350,Web,11,1,1
8059,Male,30,AU,Student,164,19,0.3455112150649610,Desktop,0,1,0
8060,Other,30,FR,Family,68,46,0.2378463875736910,Desktop,1,1,0
8061,Male,60,AU,Free,95,35,0.2251158799061780,Web,1,1,1
8062,Female,51,CA,Free,129,67,0.0866489062831954,Desktop,8,1,0
8063,Other,57,UK,Free,79,1,0.4051080619709880,Web,1,1,0
8064,Female,44,AU,Student,32,16,0.257893084268543,Desktop,1,0,1
8065,Male,65,IN,Premium,209,36,0.2864455931247280,Mobile,0,0,0
8066,Male,24,UK,Premium,167,11,0.2196361700666790,Web,0,0,0
8067,Female,43,AU,Premium,149,44,0.2119498734080830,Desktop,1,1,0
8068,Other,38,UK,Student,21,38,0.3589367009354800,Mobile,0,1,1
8069,Female,62,AU,Premium,151,23,0.1176183818806920,Web,0,0,0
8070,Female,67,DE,Family,85,53,0.1623099803464300,Web,0,0,1
8071,Other,50,US,Premium,28,60,0.0215018700204195,Web,0,0,1
8072,Other,53,US,Premium,114,67,0.0887565634538022,Desktop,0,0,1
8073,Female,59,PK,Free,204,33,0.5773850934759440,Mobile,12,0,0
8074,Male,22,UK,Premium,174,25,0.2511827686401000,Mobile,1,0,0
8075,Male,25,US,Student,1,60,0.0884511589406065,Web,0,1,1
8076,Male,32,PK,Free,86,69,0.209819570758393,Mobile,6,0,0
8077,Other,63,AU,Student,135,27,0.2333472513800230,Desktop,0,0,0
8078,Female,41,UK,Family,92,9,0.3288917466683240,Web,0,1,0
8079,Other,60,UK,Family,11,41,0.4917975263394040,Web,0,1,0
8080,Male,63,IN,Student,148,32,0.5057613942098560,Desktop,0,0,0
8081,Female,42,AU,Family,103,65,0.4686469675957880,Mobile,1,0,0
8082,Other,65,DE,Premium,116,22,0.0661651653346944,Desktop,0,0,0
8083,Other,24,FR,Family,146,59,0.3177268771879290,Desktop,0,0,0
8084,Other,31,FR,Student,68,54,0.0403437652225089,Desktop,0,0,1
8085,Male,17,DE,Student,38,59,0.2073043019358760,Desktop,0,0,0
8086,Female,54,US,Student,140,36,0.2433051871041130,Desktop,0,0,1
8087,Male,26,FR,Free,48,44,0.3728726843209330,Mobile,7,0,0
8088,Male,64,UK,Free,153,38,0.425066238093738,Desktop,1,1,0
8089,Female,62,FR,Premium,59,54,0.6285151814750210,Mobile,0,0,1
8090,Other,38,IN,Free,111,46,0.249269424586887,Desktop,0,0,0
8091,Female,19,PK,Free,70,54,0.384995023325675,Mobile,5,1,0
8092,Male,20,PK,Student,215,37,0.4248134422152870,Desktop,1,1,1
8093,Male,16,PK,Premium,134,23,0.3048114541753090,Web,0,0,0
8094,Female,59,CA,Free,100,42,0.2308886388891780,Desktop,1,0,0
8095,Male,38,US,Free,104,25,0.368694268686234,Mobile,7,1,0
8096,Male,41,FR,Free,150,58,0.2116591001840430,Desktop,4,0,0
8097,Other,59,CA,Free,127,1,0.3557843553390310,Web,0,0,0
8098,Female,34,AU,Family,89,87,0.2897203867830990,Mobile,0,0,0
8099,Female,60,CA,Free,92,8,0.3525469817169420,Web,4,1,0
8100,Female,61,IN,Family,210,61,0.0457397798489075,Desktop,1,0,0
8101,Male,29,US,Free,185,56,0.2127788123449380,Web,1,0,1
8102,Other,45,FR,Free,117,57,0.3550235162238410,Desktop,3,1,0
8103,Other,57,UK,Premium,184,24,0.2242689676262210,Web,0,0,1
8104,Other,37,PK,Student,180,50,0.0783938317756496,Desktop,0,0,0
8105,Other,19,DE,Family,92,36,0.2979809507356490,Web,0,0,1
8106,Other,24,FR,Free,53,28,0.4058295723778120,Mobile,3,0,1
8107,Female,45,IN,Family,145,12,0.3061918168049580,Desktop,2,0,0
8108,Female,47,DE,Student,95,38,0.3942987284579940,Desktop,0,0,0
8109,Male,50,CA,Student,36,54,0.4432248805989830,Mobile,1,0,1
8110,Female,67,US,Student,219,13,0.4102042670478260,Desktop,0,0,1
8111,Other,46,PK,Free,113,19,0.5746266683683250,Web,12,0,1
8112,Female,57,PK,Student,182,40,0.6132728469586310,Mobile,1,0,1
8113,Male,58,AU,Family,67,19,0.1420951163206250,Web,1,1,1
8114,Other,31,AU,Free,108,35,0.3129538435501040,Desktop,5,0,1
8115,Male,62,CA,Free,60,26,0.182690192137823,Web,6,0,1
8116,Other,39,IN,Free,128,23,0.0895372878802106,Mobile,1,0,1
8117,Other,19,IN,Premium,95,52,0.0809112646680602,Web,0,0,0
8118,Female,36,US,Premium,226,19,0.502065900072117,Desktop,0,0,0
8119,Male,52,UK,Free,147,40,0.3844063829881600,Desktop,13,0,0
8120,Other,33,UK,Free,44,62,0.2570933668782370,Mobile,2,0,0
8121,Female,59,FR,Student,163,11,0.3668690657213330,Mobile,0,0,0
8122,Female,19,PK,Student,129,25,0.5298610901663480,Mobile,0,1,0
8123,Male,52,FR,Family,144,50,0.4255611889731090,Desktop,0,0,0
8124,Female,53,PK,Free,160,44,0.2324678685103030,Web,20,0,0
8125,Female,45,US,Student,171,20,0.0371503985749262,Web,1,0,0
8126,Other,22,UK,Family,179,43,0.6070297879193340,Desktop,2,0,1
8127,Female,18,DE,Free,105,67,0.1737963379034450,Desktop,3,0,0
8128,Female,51,FR,Family,99,45,0.382668892528942,Mobile,0,1,0
8129,Other,28,IN,Student,8,26,0.2343862762738020,Web,0,0,1
8130,Other,60,UK,Premium,110,56,0.1868143939163730,Web,1,0,0
8131,Female,23,FR,Free,67,21,0.38883536286289,Mobile,7,0,1
8132,Female,34,FR,Free,83,51,0.4020944509339590,Mobile,1,0,1
8133,Female,35,UK,Family,96,46,0.3790398687929610,Desktop,1,0,0
8134,Other,57,AU,Student,27,81,0.5324697054688860,Desktop,0,0,0
8135,Male,51,FR,Student,156,38,0.2177146593175100,Mobile,2,0,0
8136,Male,46,IN,Family,54,13,0.568249243667965,Mobile,0,1,1
8137,Other,27,FR,Free,119,78,0.0555528400470175,Web,1,0,0
8138,Other,54,AU,Student,174,41,0.3383061795489360,Desktop,0,0,0
8139,Other,60,DE,Free,125,2,0.2884944299966760,Mobile,10,1,0
8140,Male,55,UK,Free,151,46,0.4872288302255000,Web,3,0,0
8141,Other,47,AU,Family,85,47,0.4191791552920500,Desktop,0,0,0
8142,Female,19,US,Free,96,71,0.378312232784859,Desktop,1,0,0
8143,Other,60,UK,Student,51,85,0.2295248769185040,Web,2,1,1
8144,Other,52,PK,Premium,25,65,0.3296026943653900,Mobile,0,0,0
8145,Male,33,IN,Student,1,1,0.3736690967871570,Mobile,0,0,0
8146,Male,58,UK,Free,219,13,0.3203235152025990,Desktop,3,0,0
8147,Other,66,UK,Family,96,24,0.3634678069366210,Desktop,1,0,1
8148,Female,58,US,Family,164,41,0.2767234415238600,Desktop,1,0,0
8149,Male,59,FR,Premium,208,43,0.1401851023416850,Desktop,0,0,0
8150,Female,47,PK,Free,138,46,0.533630429298136,Desktop,2,0,1
8151,Male,66,FR,Premium,131,63,0.6342159149364160,Mobile,1,0,1
8152,Male,44,UK,Premium,47,49,0.5427750874530090,Desktop,1,0,0
8153,Other,54,PK,Premium,144,17,0.2647686749105290,Web,1,1,0
8154,Female,45,IN,Free,137,19,0.2974139138418900,Desktop,0,1,0
8155,Other,48,AU,Free,225,72,0.204305258833587,Desktop,10,1,0
8156,Other,54,UK,Student,157,59,0.1748731733182180,Web,2,0,0
8157,Male,29,UK,Premium,185,33,0.3758447141899660,Web,2,0,0
8158,Female,16,AU,Student,160,32,0.1559004014008090,Mobile,0,1,0
8159,Other,68,CA,Premium,97,26,0.163885085988664,Mobile,0,0,0
8160,Female,53,DE,Family,124,16,0.2481123793624360,Web,0,0,0
8161,Female,49,FR,Family,1,23,0.4772520833177830,Web,2,1,1
8162,Other,30,CA,Student,221,63,0.2222010164108730,Mobile,0,0,0
8163,Female,32,PK,Student,93,35,0.2880962817311020,Web,0,0,0
8164,Other,58,IN,Student,136,1,0.2104888361611720,Web,0,0,0
8165,Male,16,AU,Family,25,43,0.1500441170274210,Web,1,1,0
8166,Male,57,US,Student,61,15,0.0744256395280417,Mobile,3,0,0
8167,Female,38,FR,Free,106,10,0.0324600950096085,Web,2,1,1
8168,Female,40,FR,Free,165,44,0.6687868657638670,Web,6,1,0
8169,Female,30,DE,Family,139,20,0.0881086903492158,Mobile,0,0,0
8170,Female,60,CA,Family,117,17,0.2981608781345810,Web,0,0,0
8171,Female,19,US,Family,53,30,0.1160838610488080,Desktop,0,0,0
8172,Male,53,FR,Family,49,47,0.1215957352124,Web,0,0,0
8173,Male,55,CA,Premium,14,47,0.2373391528974350,Web,0,1,0
8174,Male,37,FR,Family,176,17,0.5854187217142350,Mobile,1,1,0
8175,Female,25,AU,Free,64,56,0.6094722565455210,Desktop,2,0,0
8176,Male,49,IN,Premium,54,26,0.3147082528573860,Desktop,0,0,1
8177,Female,24,DE,Family,95,39,0.2821809858648930,Mobile,0,0,0
8178,Other,48,IN,Premium,165,40,0.3593174220575310,Web,1,0,0
8179,Other,68,CA,Family,63,39,0.3658790225996260,Mobile,0,0,0
8180,Female,29,DE,Family,225,42,0.4106278636453240,Web,1,0,0
8181,Other,59,CA,Family,211,27,0.3284432163155970,Mobile,1,0,0
8182,Male,21,IN,Student,161,57,0.3695616063886800,Mobile,1,0,0
8183,Female,31,PK,Family,95,62,0.068178578138597,Web,0,1,0
8184,Other,46,UK,Student,159,9,0.8392787294914830,Mobile,1,0,0
8185,Other,42,CA,Premium,188,20,0.4207690046370000,Mobile,0,0,0
8186,Male,34,US,Premium,149,29,0.2705996522672260,Web,0,0,1
8187,Female,48,IN,Student,134,13,0.0703841333710996,Mobile,1,0,0
8188,Other,40,AU,Free,154,63,0.0562197607755765,Desktop,16,0,0
8189,Female,44,IN,Free,176,27,0.2974904111640620,Mobile,18,0,1
8190,Male,40,AU,Free,36,16,0.2088605526409640,Web,10,0,0
8191,Female,39,FR,Free,165,54,0.1484874625359610,Web,4,0,0
8192,Male,48,PK,Premium,75,62,0.5436788814396910,Web,0,0,0
8193,Other,40,PK,Student,142,22,0.6061058160558570,Mobile,1,0,0
8194,Female,54,PK,Student,65,27,0.208087915870708,Desktop,0,0,1
8195,Female,49,IN,Free,46,25,0.0776256369909872,Desktop,2,0,1
8196,Other,64,PK,Free,237,23,0.1735336851944890,Desktop,3,0,0
8197,Other,32,AU,Premium,252,54,0.552385812721855,Web,0,0,0
8198,Other,16,DE,Free,98,22,0.1614188392435580,Web,2,0,0
8199,Male,32,DE,Family,143,25,0.4780235362963680,Mobile,0,1,0
8200,Male,42,US,Student,15,26,0.2474207096436130,Web,0,0,0
8201,Male,58,FR,Family,169,74,0.564132554081035,Desktop,1,0,1
8202,Female,59,UK,Student,138,66,0.2341365308676320,Desktop,0,1,0
8203,Other,22,IN,Premium,79,63,0.1101830615144340,Mobile,0,0,0
8204,Female,37,DE,Premium,30,25,0.3236601699518670,Mobile,0,0,0
8205,Male,69,PK,Student,128,61,0.0951854943136442,Mobile,0,0,1
8206,Female,68,PK,Premium,202,68,0.7226028255055360,Mobile,0,0,0
8207,Male,29,DE,Family,169,53,0.4830016361711150,Desktop,0,0,0
8208,Female,29,CA,Free,151,32,0.5185076596380200,Mobile,1,0,0
8209,Other,46,CA,Family,78,64,0.2012976127879860,Desktop,0,0,1
8210,Female,32,FR,Free,194,60,0.1196840637640390,Mobile,2,0,0
8211,Female,57,CA,Premium,1,38,0.5433864251066750,Mobile,1,0,1
8212,Male,18,IN,Premium,153,34,0.5464651196958440,Web,1,1,0
8213,Other,68,UK,Family,168,50,0.3281626609431800,Desktop,0,1,0
8214,Female,60,AU,Free,165,53,0.2189570393499520,Mobile,7,1,0
8215,Male,41,IN,Family,87,17,0.4343700402788260,Desktop,1,0,0
8216,Female,18,US,Premium,34,46,0.4202172906993980,Mobile,0,1,0
8217,Male,37,FR,Premium,48,67,0.3968542943557180,Mobile,0,1,0
8218,Male,64,CA,Free,81,15,0.1571864218416220,Mobile,0,1,0
8219,Male,24,AU,Family,69,71,0.5787400992882750,Desktop,1,0,1
8220,Female,24,AU,Free,53,64,0.3387705220488460,Web,1,0,0
8221,Male,44,UK,Premium,123,41,0.1091660944144590,Web,3,0,0
8222,Male,17,FR,Student,226,42,0.1641113015663670,Desktop,0,1,0
8223,Male,20,IN,Student,107,55,0.4866703321142730,Desktop,0,1,0
8224,Other,41,US,Student,79,40,0.0752935095389143,Desktop,3,0,0
8225,Female,24,IN,Free,143,38,0.0203626379200789,Web,3,0,0
8226,Other,53,AU,Family,141,37,0.0870438692143117,Desktop,0,0,0
8227,Female,28,AU,Family,108,30,0.5329920698579890,Mobile,1,0,1
8228,Other,56,US,Premium,157,33,0.183281758587593,Desktop,0,0,0
8229,Female,62,US,Premium,107,55,0.0760489992124078,Mobile,0,1,1
8230,Other,52,CA,Free,118,17,0.2267535472220600,Desktop,0,1,0
8231,Male,33,PK,Free,113,51,0.288480085591506,Web,4,0,0
8232,Other,32,UK,Free,67,35,0.2987633837398340,Mobile,3,0,0
8233,Other,21,UK,Free,37,42,0.2328009126115200,Web,4,1,1
8234,Male,29,PK,Student,32,19,0.5913617210549210,Mobile,2,0,1
8235,Male,54,AU,Premium,268,33,0.1187798915003450,Web,0,1,0
8236,Male,40,UK,Family,89,74,0.126362636929655,Desktop,0,0,0
8237,Female,54,FR,Student,48,28,0.3390475019835440,Web,0,1,0
8238,Female,29,DE,Free,254,41,0.3750102571023130,Mobile,0,1,0
8239,Other,60,DE,Family,55,59,0.1728131997365410,Desktop,1,0,0
8240,Female,33,PK,Family,128,19,0.2302051395755600,Web,1,0,0
8241,Male,51,IN,Free,54,35,0.4156394794782230,Mobile,2,0,0
8242,Male,42,CA,Student,142,34,0.4446418445870260,Mobile,0,0,0
8243,Female,31,IN,Free,127,43,0.1804378645664770,Desktop,9,0,1
8244,Female,45,FR,Free,168,14,0.164156894148081,Web,0,1,0
8245,Female,48,IN,Family,95,17,0.2424586598665770,Mobile,0,0,0
8246,Female,35,UK,Student,64,64,0.285123959860624,Mobile,0,1,0
8247,Male,22,UK,Student,142,69,0.4152293589946120,Desktop,4,0,1
8248,Other,57,AU,Student,127,82,0.5736533438744470,Desktop,2,1,0
8249,Other,32,AU,Student,117,91,0.2584822490635370,Web,0,0,0
8250,Other,30,AU,Student,115,50,0.4251760403152730,Web,0,1,0
8251,Male,30,PK,Premium,123,38,0.5126027112170850,Mobile,3,0,0
8252,Male,46,UK,Family,103,12,0.6190020502189870,Web,0,1,1
8253,Male,37,US,Student,103,6,0.2703368543629330,Desktop,1,1,1
8254,Other,65,AU,Free,28,33,0.4034207981961590,Desktop,0,1,1
8255,Male,42,UK,Student,38,36,0.1617226266415480,Web,0,0,0
8256,Other,40,AU,Free,142,40,0.1265737592536640,Web,8,0,0
8257,Male,39,UK,Free,57,20,0.4115965731005860,Mobile,0,0,1
8258,Female,58,IN,Premium,118,66,0.2254142562061330,Desktop,1,0,0
8259,Female,56,IN,Family,203,48,0.2224419818217930,Desktop,1,1,0
8260,Male,43,IN,Free,116,36,0.3381468842893760,Web,2,0,0
8261,Male,33,US,Family,143,66,0.5762477972646620,Web,0,0,0
8262,Female,30,DE,Premium,85,16,0.2683037030727450,Desktop,0,0,0
8263,Other,65,UK,Student,4,65,0.3575486839841920,Desktop,0,0,0
8264,Female,18,PK,Student,167,28,0.1375056186442920,Desktop,3,1,0
8265,Female,28,PK,Family,172,30,0.2264366828171730,Mobile,0,0,0
8266,Female,37,FR,Family,44,14,0.0712101418482591,Desktop,1,1,0
8267,Male,16,US,Premium,129,19,0.3483186662410780,Desktop,2,1,0
8268,Male,35,DE,Student,157,52,0.3655518847234430,Web,1,0,0
8269,Female,42,PK,Student,174,67,0.6112708754864890,Mobile,2,0,0
8270,Male,42,CA,Student,115,44,0.167791282753394,Desktop,0,0,1
8271,Female,57,DE,Family,228,40,0.5698272184144930,Mobile,1,1,0
8272,Other,16,AU,Free,63,74,0.313095063856232,Desktop,0,1,1
8273,Other,32,UK,Student,149,37,0.0603636270647775,Web,0,0,1
8274,Other,59,FR,Family,132,46,0.3662087733160580,Web,0,1,0
8275,Male,64,US,Free,170,37,0.5076320774443540,Mobile,9,0,0
8276,Other,36,DE,Family,190,18,0.2388895252940150,Desktop,0,0,0
8277,Male,53,CA,Premium,91,25,0.1878356406444170,Mobile,0,1,0
8278,Female,46,CA,Student,203,45,0.3461037487608740,Desktop,0,0,0
8279,Female,35,PK,Family,142,21,0.4205645658684740,Mobile,1,0,1
8280,Male,69,CA,Premium,129,44,0.2484189693552160,Mobile,0,0,0
8281,Female,50,IN,Student,9,39,0.0828512614845281,Mobile,0,0,0
8282,Female,35,FR,Student,66,41,0.2069406196489350,Mobile,1,1,1
8283,Male,57,IN,Free,96,43,0.0738187207548818,Mobile,1,0,1
8284,Male,26,US,Premium,87,37,0.1954138062728380,Web,1,0,0
8285,Other,40,PK,Premium,212,72,0.1167700645491340,Desktop,0,0,0
8286,Male,32,IN,Free,230,37,0.0641688152767363,Mobile,5,0,0
8287,Other,29,UK,Student,145,57,0.3795060996653360,Desktop,0,1,1
8288,Other,21,IN,Premium,59,24,0.2448849002418860,Mobile,1,1,0
8289,Male,52,IN,Premium,137,13,0.1592581717596540,Mobile,1,0,0
8290,Other,52,IN,Premium,168,41,0.0999101099382023,Web,0,1,0
8291,Other,27,US,Premium,96,60,0.166824722162115,Web,0,0,0
8292,Other,34,US,Premium,52,32,0.2048368695734040,Mobile,0,0,1
8293,Male,50,UK,Family,186,49,0.1460181978574940,Web,0,0,0
8294,Male,45,US,Student,208,19,0.2244672621149380,Web,0,1,0
8295,Other,34,FR,Premium,132,50,0.5315434641269960,Mobile,1,0,0
8296,Other,56,IN,Student,71,18,0.2180001833746520,Mobile,1,0,0
8297,Other,40,CA,Free,182,35,0.2896035768839060,Web,15,0,0
8298,Female,36,CA,Student,215,37,0.3595585342429820,Web,2,1,0
8299,Other,21,UK,Free,228,37,0.1716765115641030,Web,6,0,1
8300,Female,29,CA,Student,164,16,0.4122548649584410,Desktop,0,0,1
8301,Other,19,CA,Premium,110,84,0.2270484261463500,Web,0,1,0
8302,Other,50,DE,Student,137,44,0.0932564950592292,Web,1,0,0
8303,Other,51,PK,Free,172,25,0.0873178918183119,Web,2,0,0
8304,Male,42,PK,Free,124,40,0.0814087780121814,Desktop,2,0,0
8305,Female,23,DE,Family,101,51,0.391908640381088,Desktop,0,0,0
8306,Male,48,PK,Family,149,30,0.2307446253903500,Web,1,0,1
8307,Female,40,US,Premium,81,41,0.517029005000444,Web,1,0,0
8308,Female,25,DE,Free,173,22,0.2632490794483390,Mobile,9,1,0
8309,Female,55,AU,Family,105,58,0.400182833746368,Web,0,0,0
8310,Male,37,IN,Family,75,53,0.275003772327314,Web,0,0,0
8311,Female,46,PK,Premium,55,58,0.4561536930360500,Web,0,0,0
8312,Male,56,DE,Free,113,1,0.1408012516610860,Mobile,0,1,0
8313,Male,53,FR,Family,225,29,0.1977251675536700,Web,1,0,0
8314,Female,52,CA,Free,46,24,0.3915868548529020,Desktop,5,0,1
8315,Female,55,UK,Free,237,20,0.0997671731178549,Mobile,2,0,0
8316,Male,35,PK,Free,184,49,0.2544370870621330,Mobile,0,0,0
8317,Male,67,IN,Family,180,56,0.4541580198500320,Mobile,0,0,0
8318,Female,45,UK,Premium,178,31,0.1670137808891320,Desktop,0,1,1
8319,Male,64,CA,Free,140,37,0.2223676609392120,Mobile,2,0,0
8320,Other,48,FR,Student,160,63,0.7304342033308610,Mobile,0,0,0
8321,Other,41,AU,Student,97,58,0.4673342991069680,Mobile,0,1,1
8322,Female,45,AU,Family,178,49,0.2358199023308200,Desktop,0,1,0
8323,Female,30,PK,Premium,123,56,0.1422861387719970,Desktop,3,1,0
8324,Female,67,UK,Family,118,36,0.0975758094097208,Desktop,1,1,0
8325,Female,36,IN,Free,129,23,0.33941808758104,Web,9,0,0
8326,Male,46,FR,Family,83,66,0.4267152854568440,Mobile,0,0,0
8327,Other,43,IN,Premium,157,25,0.2852974182374730,Mobile,0,1,0
8328,Other,47,FR,Student,211,59,0.1033661043870340,Mobile,0,0,0
8329,Other,16,DE,Free,66,46,0.2987403013375840,Mobile,0,1,1
8330,Male,19,CA,Student,39,37,0.6347724701361990,Web,0,0,1
8331,Female,19,AU,Premium,1,21,0.2563828116528030,Web,0,0,0
8332,Other,28,IN,Premium,213,75,0.2858643203755100,Desktop,3,0,1
8333,Male,31,UK,Premium,1,27,0.3377242904450640,Desktop,0,0,1
8334,Female,37,US,Student,7,40,0.5133558726709200,Mobile,0,0,0
8335,Other,41,UK,Student,168,41,0.2180465315310320,Desktop,0,0,0
8336,Other,53,CA,Family,146,40,0.3267900007104290,Web,1,0,0
8337,Male,59,IN,Family,135,55,0.3278132049755680,Mobile,0,0,0
8338,Other,41,AU,Free,72,32,0.0922822141348455,Mobile,7,1,1
8339,Female,51,DE,Family,214,17,0.192226257339523,Desktop,0,1,0
8340,Female,27,IN,Family,105,55,0.5649548406292420,Mobile,0,1,1
8341,Other,50,DE,Student,107,22,0.2347481975962220,Mobile,2,0,1
8342,Female,62,UK,Student,134,21,0.3726535369041380,Desktop,0,0,0
8343,Female,65,PK,Family,229,60,0.6378854720163830,Desktop,1,0,0
8344,Female,48,DE,Family,171,37,0.0435691413724388,Desktop,0,0,0
8345,Male,68,PK,Premium,117,50,0.5054796217886890,Mobile,0,1,0
8346,Female,16,FR,Student,58,31,0.2616692773993430,Desktop,1,1,0
8347,Other,56,IN,Premium,77,36,0.3933391371368450,Mobile,0,0,0
8348,Male,22,UK,Premium,145,19,0.2136663953804940,Desktop,1,1,1
8349,Male,25,UK,Free,58,29,0.3508990050875990,Desktop,2,1,1
8350,Other,36,IN,Premium,156,43,0.4843620323115650,Mobile,1,1,0
8351,Other,68,AU,Free,178,53,0.1009374917769140,Mobile,10,1,0
8352,Other,26,US,Family,94,50,0.3455817703569370,Desktop,1,0,0
8353,Female,58,US,Student,132,48,0.2995034367939670,Web,0,0,0
8354,Male,38,PK,Free,146,79,0.1933406323543310,Desktop,3,0,0
8355,Male,28,FR,Free,180,15,0.3769694391043120,Mobile,7,0,0
8356,Female,18,US,Student,119,21,0.0673925172727585,Web,0,0,0
8357,Other,35,PK,Free,133,81,0.2017186248437380,Web,0,0,0
8358,Male,29,CA,Free,57,39,0.3953241803206670,Web,0,0,0
8359,Female,63,PK,Premium,172,39,0.7012771441732010,Desktop,4,0,0
8360,Female,46,UK,Premium,82,60,0.2037768878702070,Web,1,0,0
8361,Female,32,FR,Free,65,42,0.3823953500329210,Web,2,1,0
8362,Male,49,CA,Premium,60,39,0.2792365293487170,Mobile,3,0,0
8363,Male,39,DE,Student,226,27,0.083583314339544,Web,0,0,0
8364,Male,37,UK,Premium,89,42,0.4160154102393070,Desktop,0,1,0
8365,Female,45,IN,Student,81,26,0.4292832278693140,Desktop,0,0,0
8366,Female,24,CA,Student,224,43,0.626821463683522,Web,1,1,0
8367,Male,62,IN,Premium,212,43,0.73986963961394,Web,1,0,0
8368,Female,41,CA,Premium,126,45,0.2482682374683060,Mobile,1,1,0
8369,Male,19,IN,Free,99,1,0.1896758881744090,Mobile,2,0,1
8370,Other,49,US,Family,108,25,0.4317908051281670,Web,0,0,0
8371,Female,24,PK,Student,205,1,0.3524424274334110,Desktop,0,1,1
